STATE/UT,YEAR,Crime Head,Number Of Cases In Which Property - Stolen,Number Of Cases In Which Property - Recovered,Value Of Property (in rupees) - Stolen,Value Of Property (in rupees) - Recovered
Punjab,2002,THEFTS,2963,1633,160926121,91893311
Punjab,2002,OTHER KINDS OF PROP. OFF.,614,611,94025485,94025485
Punjab,2002,C.B. OF TRUST,373,367,202509917,116744790
Punjab,2003,ROBBERY,108,64,15369559,4831944
Punjab,2003,DACOITY,30,23,4622716,1323700
Punjab,2003,C.B. OF TRUST,343,325,293485494,145492540
Punjab,2003,BURGLARY,2094,797,86923821,19620531
Punjab,2003,THEFTS,3198,1653,198192968,92200896
Punjab,2003,OTHER KINDS OF PROP. OFF.,1033,1033,128852639,128852639
Punjab,2003,TOTAL (MANUAL),6806,3895,727447197,392322250
Punjab,2004,THEFTS,2587,1315,180336196,81240535
Punjab,2004,DACOITY,17,9,3796341,477700
Punjab,2004,OTHER KINDS OF PROP. OFF.,596,593,51846049,51788549
Punjab,2004,TOTAL (MANUAL),5355,2935,1102678622,378750565
Punjab,2004,C.B. OF TRUST,311,301,756610830,221325402
Punjab,2004,BURGLARY,1766,666,91624075,16682669
Punjab,2004,ROBBERY,78,51,18465131,7235710
Punjab,2005,OTHER KINDS OF PROP. OFF.,430,430,62324357,62324357
Punjab,2005,TOTAL (MANUAL),5700,3406,803333365,562267445
Punjab,2005,DACOITY,27,23,7198811,5256429
Punjab,2005,ROBBERY,85,71,27689697,15258540
Punjab,2005,BURGLARY,1933,922,98977795,38668978
Punjab,2005,THEFTS,2924,1691,191876005,75526389
Punjab,2005,C.B. OF TRUST,301,269,415266700,365232752
Punjab,2006,BURGLARY,2277,955,115272477,25846606
Punjab,2006,TOTAL (MANUAL),7388,3998,560219626,276979875
Punjab,2006,OTHER KINDS OF PROP. OFF.,715,711,64632630,64220875
Punjab,2006,C.B. OF TRUST,274,243,113718753,82015692
Punjab,2006,ROBBERY,142,105,21920047,12998828
Punjab,2006,DACOITY,35,19,5205892,1880190
Punjab,2006,THEFTS,3945,1965,239469827,90017684
Punjab,2007,THEFTS,5171,2692,358467769,135640879
Punjab,2007,TOTAL (MANUAL),9213,5104,830886540,448320542
Punjab,2007,OTHER KINDS OF PROP. OFF.,938,953,87114741,104360606
Punjab,2007,C.B. OF TRUST,313,290,190473006,165365440
Punjab,2007,DACOITY,37,30,4262534,1581901
Punjab,2007,ROBBERY,138,107,23479625,10033295
Punjab,2007,BURGLARY,2616,1032,167088865,31338421
Punjab,2008,TOTAL (MANUAL),9642,5702,845629659,507056563
Punjab,2008,OTHER KINDS OF PROP. OFF.,1110,1206,123509958,131451059
Punjab,2008,C.B. OF TRUST,236,218,97579635,75269656
Punjab,2008,THEFTS,5468,2956,366697667,175809708
Punjab,2008,BURGLARY,2621,1170,176012188,66341932
Punjab,2008,DACOITY,40,32,9574280,7860028
Punjab,2008,ROBBERY,167,120,72255931,50324180
Punjab,2009,C.B. OF TRUST,222,200,86931962,62133278
Punjab,2009,DACOITY,37,31,5935802,3420850
Punjab,2009,ROBBERY,171,127,24155661,12957100
Punjab,2009,BURGLARY,2507,1017,195157605,66717698
Punjab,2009,THEFTS,5513,2669,402385515,180844008
Punjab,2009,TOTAL (MANUAL),9626,5297,872707482,551202680
Punjab,2009,OTHER KINDS OF PROP. OFF.,1176,1253,158140937,225129746
Punjab,2010,ROBBERY,241,191,45890133,33385419
Punjab,2010,TOTAL (MANUAL),9873,5885,1056728815,646232099
Punjab,2010,DACOITY,65,51,62562705,26338335
Punjab,2010,BURGLARY,2660,1275,191928824,56491870
Punjab,2010,C.B. OF TRUST,227,214,87496183,22781243
Punjab,2010,OTHER KINDS OF PROP. OFF.,1273,1353,170875500,275843347
Punjab,2010,THEFTS,5407,2801,497975470,231391885
Punjab,2011,DACOITY,28,24,7440067,5572018
Punjab,2011,THEFTS,4755,2527,460691479,307899430
Punjab,2011,BURGLARY,2488,1138,186962977,65766537
Punjab,2011,C.B. OF TRUST,277,257,404423883,243918317
Punjab,2011,OTHER KINDS OF PROP. OFF.,1052,1140,178765880,303536318
Punjab,2011,TOTAL (MANUAL),8836,5257,1299914181,963802295
Punjab,2011,ROBBERY,236,171,61629895,37109675
Punjab,2012,THEFTS,5204,2999,438149260,221064588
Punjab,2012,C.B. OF TRUST,284,269,382722193,69477143
Punjab,2012,TOTAL (MANUAL),10034,6225,1386397915,749919485
Punjab,2012,BURGLARY,2827,1301,241307308,68144953
Punjab,2012,ROBBERY,212,184,59748260,101862110
Punjab,2012,OTHER KINDS OF PROP. OFF.,1459,1434,250510744,274510440
Punjab,2012,DACOITY,48,38,13960150,14860251
Punjab,2012,COMP. TOTAL (6 TO 15),10034,6225,1386397915,749919485
Rajasthan,2001,BURGLARY,6867,1926,117399424,35754908
Rajasthan,2001,ROBBERY,752,457,40020195,29511059
Rajasthan,2001,DACOITY,55,36,8923097,7760601
Rajasthan,2001,THEFTS,14685,3893,385048334,258582021
Rajasthan,2001,C.B. OF TRUST,626,235,4359322,3514853
Rajasthan,2001,OTHER KINDS OF PROP. OFF.,2341,1307,26975847,23094744
Rajasthan,2001,TOTAL (MANUAL),25326,7854,582726219,358218186
Rajasthan,2002,DACOITY,45,29,8649970,5620400
Rajasthan,2002,OTHER KINDS OF PROP. OFF.,1073,480,12742820,9440215
Rajasthan,2002,C.B. OF TRUST,383,224,7165730,6849508
Rajasthan,2002,THEFTS,14292,3772,376766338,235786522
Rajasthan,2002,BURGLARY,6300,1855,112170907,38679925
Rajasthan,2002,ROBBERY,637,385,52670735,42233688
Rajasthan,2002,TOTAL (MANUAL),22730,6745,570166500,338610258
Rajasthan,2003,BURGLARY,5779,1588,129565091,50150183
Rajasthan,2003,TOTAL (MANUAL),23652,6845,617440643,319666328
Rajasthan,2003,OTHER KINDS OF PROP. OFF.,2300,1167,28874340,10935283
Rajasthan,2003,C.B. OF TRUST,85,49,3062874,2770000
Rajasthan,2003,THEFTS,14875,3677,384150304,224414250
Rajasthan,2003,ROBBERY,579,342,64963801,26645352
Rajasthan,2003,DACOITY,34,22,6824233,4751260
Rajasthan,2004,ROBBERY,611,341,39917624,29595467
Rajasthan,2004,TOTAL (MANUAL),24551,6796,628070424,339005144
Rajasthan,2004,OTHER KINDS OF PROP. OFF.,1116,445,10916146,4383368
Rajasthan,2004,C.B. OF TRUST,55,37,2313435,2064000
Rajasthan,2004,BURGLARY,5619,1588,108989033,39415095
Rajasthan,2004,DACOITY,54,32,16535443,12344549
Rajasthan,2004,THEFTS,17096,4353,449398743,251202665
Rajasthan,2005,ROBBERY,548,349,46054818,32373616
Rajasthan,2005,TOTAL (MANUAL),19690,6921,736101719,410789941
Rajasthan,2005,OTHER KINDS OF PROP. OFF.,678,303,14655640,8997411
Rajasthan,2005,C.B. OF TRUST,61,34,2598014,1663818
Rajasthan,2005,THEFTS,13361,4548,541407716,309399626
Rajasthan,2005,BURGLARY,5003,1657,116980671,46405671
Rajasthan,2005,DACOITY,39,30,14404860,11949799
Rajasthan,2006,BURGLARY,4879,1678,136663767,51924184
Rajasthan,2006,C.B. OF TRUST,226,136,1723542,1406500
Rajasthan,2006,DACOITY,35,28,4241341,2402350
Rajasthan,2006,ROBBERY,581,392,57790782,48425753
Rajasthan,2006,THEFTS,16460,4697,588618315,335708944
Rajasthan,2006,OTHER KINDS OF PROP. OFF.,442,261,16076190,14847930
Rajasthan,2006,TOTAL (MANUAL),22623,7192,805113937,454715661
Rajasthan,2007,DACOITY,71,37,23686813,13223097
Rajasthan,2007,TOTAL (MANUAL),25019,7725,983019394,567313354
Rajasthan,2007,ROBBERY,723,420,65857571,45212425
Rajasthan,2007,OTHER KINDS OF PROP. OFF.,946,491,14906304,14702380
Rajasthan,2007,BURGLARY,4951,1634,166591147,72297141
Rajasthan,2007,THEFTS,18008,4962,704131169,414485441
Rajasthan,2007,C.B. OF TRUST,320,181,7846390,7392870
Rajasthan,2008,OTHER KINDS OF PROP. OFF.,182,85,84676988,25080921
Rajasthan,2008,BURGLARY,4526,1591,156179875,64937309
Rajasthan,2008,THEFTS,19014,5074,701978100,425348611
Rajasthan,2008,ROBBERY,777,462,74233912,57538862
Rajasthan,2008,TOTAL (MANUAL),24813,7409,1049255128,590556997
Rajasthan,2008,C.B. OF TRUST,255,162,3245982,2795982
Rajasthan,2008,DACOITY,59,35,28940271,14855312
Rajasthan,2009,DACOITY,53,45,77975765,66671880
Rajasthan,2009,TOTAL (MANUAL),18178,4519,1475572408,814204198
Rajasthan,2009,OTHER KINDS OF PROP. OFF.,163,93,20878815,19567565
Rajasthan,2009,C.B. OF TRUST,295,208,3126218,2634820
Rajasthan,2009,THEFTS,11817,2007,978660944,525589147
Rajasthan,2009,BURGLARY,5022,1654,257626988,113439012
Rajasthan,2009,ROBBERY,828,512,137303678,86301774
Rajasthan,2010,DACOITY,36,25,29620960,27598990
Rajasthan,2010,TOTAL (MANUAL),28152,8551,1395764020,854388626
Rajasthan,2010,BURGLARY,4454,1513,222873182,104650678
Rajasthan,2010,THEFTS,20981,4798,988468024,588095593
Rajasthan,2010,C.B. OF TRUST,241,191,1790000,1580000
Rajasthan,2010,OTHER KINDS OF PROP. OFF.,1568,1462,37158031,36603145
Rajasthan,2010,ROBBERY,872,562,115853823,95860220
Rajasthan,2011,ROBBERY,679,426,118495005,80485955
Rajasthan,2011,TOTAL (MANUAL),27145,7879,1576438608,953826025
Rajasthan,2011,DACOITY,27,14,31596423,21893000
Rajasthan,2011,BURGLARY,4309,1393,265261531,134497157
Rajasthan,2011,THEFTS,19859,4368,1145292849,702341113
Rajasthan,2011,C.B. OF TRUST,254,144,5355000,5271000
Rajasthan,2011,OTHER KINDS OF PROP. OFF.,2017,1534,10437800,9337800
Rajasthan,2012,COMP. TOTAL (6 TO 15),28625,7219,1914626676,1150297764
Rajasthan,2012,TOTAL (MANUAL),28625,7219,1914626676,1150297764
Rajasthan,2012,OTHER KINDS OF PROP. OFF.,1098,880,9087334,8976252
Rajasthan,2012,C.B. OF TRUST,257,141,4660327,4590327
Rajasthan,2012,THEFTS,22046,4324,1389787636,828441836
Rajasthan,2012,BURGLARY,4424,1427,305067645,156038471
Rajasthan,2012,ROBBERY,770,428,179376319,129579763
Rajasthan,2012,DACOITY,30,19,26647415,22671115
Sikkim,2001,OTHER KINDS OF PROP. OFF.,1,0,50000,0
Sikkim,2001,TOTAL (MANUAL),129,40,3351263,1158845
Sikkim,2001,C.B. OF TRUST,1,0,16000,0
Sikkim,2001,THEFTS,54,23,2419957,940645
Sikkim,2001,BURGLARY,71,16,861706,217600
Sikkim,2001,ROBBERY,2,1,3600,600
Sikkim,2001,DACOITY,0,0,0,0
Sikkim,2002,ROBBERY,4,3,340000,221000
Sikkim,2002,DACOITY,0,0,0,0
Sikkim,2002,BURGLARY,45,9,171030,24600
Sikkim,2002,TOTAL (MANUAL),118,29,836030,398485
Sikkim,2002,OTHER KINDS OF PROP. OFF.,4,1,10000,10000
Sikkim,2002,C.B. OF TRUST,1,1,100000,51980
Sikkim,2002,THEFTS,64,15,215000,90905
Sikkim,2003,TOTAL (MANUAL),127,30,8579505,1270754
Sikkim,2003,OTHER KINDS OF PROP. OFF.,4,0,2110873,0
Sikkim,2003,C.B. OF TRUST,5,0,1303510,0
Sikkim,2003,THEFTS,65,21,1640130,852815
Sikkim,2003,BURGLARY,48,7,1546492,318439
Sikkim,2003,ROBBERY,3,1,1857000,65000
Sikkim,2003,DACOITY,2,1,121500,34500
Sikkim,2004,OTHER KINDS OF PROP. OFF.,22,0,6567163,0
Sikkim,2004,DACOITY,0,0,0,0
Sikkim,2004,C.B. OF TRUST,4,0,2974226,0
Sikkim,2004,TOTAL (MANUAL),168,42,14489542,2086835
Sikkim,2004,ROBBERY,5,0,133000,0
Sikkim,2004,BURGLARY,64,12,1054933,397673
Sikkim,2004,THEFTS,73,30,3760220,1689162
Sikkim,2005,DACOITY,2,0,193000,0
Sikkim,2005,THEFTS,77,27,2587940,1116870
Sikkim,2005,C.B. OF TRUST,4,0,801896,0
Sikkim,2005,ROBBERY,4,0,235000,0
Sikkim,2005,BURGLARY,79,13,1518042,150690
Sikkim,2005,TOTAL (MANUAL),166,40,5335878,1267560
Sikkim,2005,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2006,DACOITY,0,0,0,0
Sikkim,2006,ROBBERY,9,2,151600,47000
Sikkim,2006,BURGLARY,84,13,2703436,100500
Sikkim,2006,THEFTS,113,46,4375644,2654700
Sikkim,2006,C.B. OF TRUST,10,0,2083734,0
Sikkim,2006,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2006,TOTAL (MANUAL),216,61,9314414,2802200
Sikkim,2007,BURGLARY,83,17,2796950,529090
Sikkim,2007,THEFTS,118,56,5712090,2781590
Sikkim,2007,C.B. OF TRUST,7,0,2076769,0
Sikkim,2007,ROBBERY,6,0,87700,0
Sikkim,2007,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2007,DACOITY,0,0,0,0
Sikkim,2007,TOTAL (MANUAL),214,73,10673509,3310680
Sikkim,2008,BURGLARY,81,17,2678956,277651
Sikkim,2008,TOTAL (MANUAL),222,76,164361102,4275311
Sikkim,2008,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2008,DACOITY,1,0,124500,0
Sikkim,2008,ROBBERY,7,0,123100,0
Sikkim,2008,C.B. OF TRUST,6,0,155267306,0
Sikkim,2008,COMP. TOTAL (6 TO 15),222,76,164361102,4275311
Sikkim,2008,THEFTS,127,59,6167240,3997660
Sikkim,2009,DACOITY,0,0,0,0
Sikkim,2009,C.B. OF TRUST,4,0,3783404,0
Sikkim,2009,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2009,TOTAL (MANUAL),163,54,11445805,1992410
Sikkim,2009,ROBBERY,4,0,58500,0
Sikkim,2009,BURGLARY,93,23,4691401,474910
Sikkim,2009,THEFTS,62,31,2912500,1517500
Sikkim,2010,DACOITY,1,0,6000,0
Sikkim,2010,BURGLARY,72,16,5633540,257190
Sikkim,2010,THEFTS,53,22,2835372,1187000
Sikkim,2010,C.B. OF TRUST,1,0,798634,0
Sikkim,2010,TOTAL (MANUAL),134,38,9445146,1444190
Sikkim,2010,ROBBERY,7,0,171600,0
Sikkim,2010,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2011,C.B. OF TRUST,4,0,8510810,0
Sikkim,2011,DACOITY,0,0,0,0
Sikkim,2011,BURGLARY,60,18,4688285,671700
Sikkim,2011,TOTAL (MANUAL),141,55,17299935,2807100
Sikkim,2011,OTHER KINDS OF PROP. OFF.,0,0,0,0
Sikkim,2011,ROBBERY,5,0,231000,0
Sikkim,2011,THEFTS,72,37,3869840,2135400
Sikkim,2012,COMP. TOTAL (6 TO 15),151,88,10977910,7413450
Sikkim,2012,C.B. OF TRUST,2,2,880000,880000
Sikkim,2012,OTHER KINDS OF PROP. OFF.,2,2,514000,512000
Sikkim,2012,ROBBERY,4,2,358500,152000
Sikkim,2012,TOTAL (MANUAL),151,88,10977910,7413450
Sikkim,2012,THEFTS,92,45,2555900,2123200
Sikkim,2012,DACOITY,0,0,0,0
Sikkim,2012,BURGLARY,51,37,6669510,3746250
Tamil Nadu,2001,THEFTS,16707,13053,221945283,162704860
Tamil Nadu,2001,TOTAL (MANUAL),24606,17295,735013778,333439558
Tamil Nadu,2001,C.B. OF TRUST,313,100,97624833,7122903
Tamil Nadu,2001,BURGLARY,5919,3227,124908287,51446376
Tamil Nadu,2001,ROBBERY,670,456,30834377,13196427
Tamil Nadu,2001,DACOITY,158,99,38995184,30479581
Tamil Nadu,2001,OTHER KINDS OF PROP. OFF.,839,360,220705814,68489411
Tamil Nadu,2002,BURGLARY,5492,2953,115086173,45654971
Tamil Nadu,2002,THEFTS,18599,15361,248558283,193354799
Tamil Nadu,2002,C.B. OF TRUST,82,18,42418431,2582857
Tamil Nadu,2002,OTHER KINDS OF PROP. OFF.,827,309,215973866,96247664
Tamil Nadu,2002,TOTAL (MANUAL),25825,19263,695528915,391752230
Tamil Nadu,2002,ROBBERY,651,480,27693907,16282971
Tamil Nadu,2002,DACOITY,174,142,45798255,37628968
Tamil Nadu,2003,DACOITY,95,85,79302069,76487971
Tamil Nadu,2003,THEFTS,18213,15153,242090234,195572435
Tamil Nadu,2003,ROBBERY,514,406,31734288,20138103
Tamil Nadu,2003,TOTAL (MANUAL),24082,18758,539833082,368499696
Tamil Nadu,2003,C.B. OF TRUST,307,160,44172493,10976896
Tamil Nadu,2003,BURGLARY,4849,2877,111017636,55816582
Tamil Nadu,2003,OTHER KINDS OF PROP. OFF.,104,77,31516362,9507709
Tamil Nadu,2004,BURGLARY,4147,2679,124839785,76752113
Tamil Nadu,2004,TOTAL (MANUAL),22489,18546,554827854,356073796
Tamil Nadu,2004,OTHER KINDS OF PROP. OFF.,76,53,8206080,5866565
Tamil Nadu,2004,THEFTS,17530,15316,232409059,202301445
Tamil Nadu,2004,C.B. OF TRUST,200,69,115277990,6564785
Tamil Nadu,2004,ROBBERY,464,367,20762642,14462038
Tamil Nadu,2004,DACOITY,72,62,53332298,50126850
Tamil Nadu,2005,BURGLARY,3738,2568,94231495,54017794
Tamil Nadu,2005,TOTAL (MANUAL),20352,17227,434945098,313875556
Tamil Nadu,2005,OTHER KINDS OF PROP. OFF.,74,55,8564917,3667741
Tamil Nadu,2005,C.B. OF TRUST,179,60,40501409,6699640
Tamil Nadu,2005,THEFTS,15851,14116,238850090,207205736
Tamil Nadu,2005,ROBBERY,437,361,23283451,15226396
Tamil Nadu,2005,DACOITY,73,67,29513736,27058249
Tamil Nadu,2006,C.B. OF TRUST,131,43,55595961,5829862
Tamil Nadu,2006,BURGLARY,3300,2291,125033409,79307801
Tamil Nadu,2006,THEFTS,13651,12704,249486970,225958114
Tamil Nadu,2006,DACOITY,95,87,30516077,26180871
Tamil Nadu,2006,ROBBERY,450,360,22634231,16812034
Tamil Nadu,2006,TOTAL (MANUAL),17787,15620,488594368,357485712
Tamil Nadu,2006,OTHER KINDS OF PROP. OFF.,160,135,5327720,3397030
Tamil Nadu,2007,THEFTS,13217,12058,334437435,301826905
Tamil Nadu,2007,C.B. OF TRUST,256,118,94743212,8750943
Tamil Nadu,2007,BURGLARY,3717,2613,132086451,79980333
Tamil Nadu,2007,OTHER KINDS OF PROP. OFF.,102,89,29492832,28857230
Tamil Nadu,2007,TOTAL (MANUAL),17875,15374,680515631,495527011
Tamil Nadu,2007,DACOITY,88,79,60223770,54160562
Tamil Nadu,2007,ROBBERY,495,417,29531931,21951038
Tamil Nadu,2008,DACOITY,100,90,68092664,53840118
Tamil Nadu,2008,ROBBERY,662,548,32140158,22664158
Tamil Nadu,2008,BURGLARY,3849,2460,148377321,81315722
Tamil Nadu,2008,THEFTS,15019,12950,378069714,317483391
Tamil Nadu,2008,C.B. OF TRUST,183,75,43763705,12312213
Tamil Nadu,2008,OTHER KINDS OF PROP. OFF.,105,98,9032620,7620130
Tamil Nadu,2008,TOTAL (MANUAL),19918,16221,679476182,495235732
Tamil Nadu,2009,OTHER KINDS OF PROP. OFF.,111,96,35680580,22522840
Tamil Nadu,2009,C.B. OF TRUST,205,68,99223177,25609109
Tamil Nadu,2009,THEFTS,15712,12899,454248711,367486806
Tamil Nadu,2009,BURGLARY,4221,2670,187905915,95741975
Tamil Nadu,2009,DACOITY,97,78,47192518,34064303
Tamil Nadu,2009,TOTAL (MANUAL),21489,16645,894346136,593385049
Tamil Nadu,2009,ROBBERY,1143,834,70095235,47960016
Tamil Nadu,2010,OTHER KINDS OF PROP. OFF.,153,139,32797329,31084802
Tamil Nadu,2010,TOTAL (MANUAL),21509,16125,1317919190,660311804
Tamil Nadu,2010,C.B. OF TRUST,156,49,375413547,10621862
Tamil Nadu,2010,THEFTS,14583,11584,464409840,364514832
Tamil Nadu,2010,BURGLARY,4715,2953,247787824,120836243
Tamil Nadu,2010,ROBBERY,1817,1326,117163496,70981709
Tamil Nadu,2010,DACOITY,85,74,80347154,62272356
Tamil Nadu,2011,ROBBERY,2059,1352,155065325,74134276
Tamil Nadu,2011,DACOITY,101,75,67821725,45904480
Tamil Nadu,2011,THEFTS,13916,10401,545746651,387401218
Tamil Nadu,2011,TOTAL (MANUAL),21222,14617,1199731602,653259466
Tamil Nadu,2011,BURGLARY,4841,2619,328297285,129517063
Tamil Nadu,2011,C.B. OF TRUST,180,72,81432884,5572467
Tamil Nadu,2011,OTHER KINDS OF PROP. OFF.,125,98,21367732,10729962
Tamil Nadu,2012,COMP. TOTAL (6 TO 15),18768,13241,1374480867,825837381
Tamil Nadu,2012,TOTAL (MANUAL),18768,13241,1374480867,825837381
Tamil Nadu,2012,C.B. OF TRUST,183,33,52085684,12578725
Tamil Nadu,2012,THEFTS,11996,9092,589096130,429526431
Tamil Nadu,2012,BURGLARY,4457,2585,416281613,161925068
Tamil Nadu,2012,ROBBERY,1898,1338,134094450,74505701
Tamil Nadu,2012,DACOITY,97,84,150938220,122387806
Tamil Nadu,2012,OTHER KINDS OF PROP. OFF.,137,109,31984770,24913650
Tripura,2001,BURGLARY,198,42,3156795,358200
Tripura,2001,ROBBERY,63,6,697030,13650
Tripura,2001,TOTAL (MANUAL),579,130,13759600,724170
Tripura,2001,OTHER KINDS OF PROP. OFF.,29,4,2317000,35000
Tripura,2001,C.B. OF TRUST,4,3,842171,13000
Tripura,2001,THEFTS,259,68,4314989,243720
Tripura,2001,DACOITY,26,7,2431615,60600
Tripura,2002,C.B. OF TRUST,12,0,1602920,0
Tripura,2002,DACOITY,29,7,3067325,185100
Tripura,2002,ROBBERY,56,11,563926,46994
Tripura,2002,BURGLARY,192,39,3096253,276519
Tripura,2002,OTHER KINDS OF PROP. OFF.,60,2,4458147,302000
Tripura,2002,THEFTS,270,64,18013167,632865
Tripura,2002,TOTAL (MANUAL),619,123,30801738,1443478
Tripura,2003,BURGLARY,167,19,2391169,246425
Tripura,2003,OTHER KINDS OF PROP. OFF.,25,3,642172,44831
Tripura,2003,DACOITY,36,6,2699536,165200
Tripura,2003,ROBBERY,69,13,920140,64820
Tripura,2003,THEFTS,276,66,7738860,2443135
Tripura,2003,TOTAL (MANUAL),576,108,14532819,2965911
Tripura,2003,C.B. OF TRUST,3,1,140942,1500
Tripura,2004,TOTAL (MANUAL),577,94,16328043,6652735
Tripura,2004,OTHER KINDS OF PROP. OFF.,61,4,535285,16700
Tripura,2004,C.B. OF TRUST,17,0,1674920,0
Tripura,2004,THEFTS,260,37,6634206,4736247
Tripura,2004,BURGLARY,166,36,4918835,1348165
Tripura,2004,ROBBERY,46,12,818007,193175
Tripura,2004,DACOITY,27,5,1746790,358448
Tripura,2005,THEFTS,325,57,6991098,2920747
Tripura,2005,TOTAL (MANUAL),640,107,24059098,4924595
Tripura,2005,OTHER KINDS OF PROP. OFF.,30,1,466430,5000
Tripura,2005,C.B. OF TRUST,32,1,9035425,20000
Tripura,2005,BURGLARY,170,31,4725332,1295865
Tripura,2005,DACOITY,22,7,1804380,385713
Tripura,2005,ROBBERY,61,10,1036433,297270
Tripura,2006,OTHER KINDS OF PROP. OFF.,212,56,5562719,914744
Tripura,2006,DACOITY,18,8,1436535,419201
Tripura,2006,TOTAL (MANUAL),898,228,27870880,6384673
Tripura,2006,ROBBERY,71,21,1423080,283620
Tripura,2006,BURGLARY,182,115,4891139,2210714
Tripura,2006,THEFTS,392,24,11037167,2184188
Tripura,2006,C.B. OF TRUST,23,4,3520240,372206
Tripura,2007,OTHER KINDS OF PROP. OFF.,20,3,616290,3000
Tripura,2007,THEFTS,411,66,31447858,2312600
Tripura,2007,TOTAL (MANUAL),744,132,51376269,5015325
Tripura,2007,BURGLARY,193,38,7024543,2386125
Tripura,2007,C.B. OF TRUST,42,11,9839599,75000
Tripura,2007,ROBBERY,64,10,916477,223750
Tripura,2007,DACOITY,14,4,1531502,14850
Tripura,2008,DACOITY,13,0,1320120,0
Tripura,2008,ROBBERY,95,11,1004194,35000
Tripura,2008,BURGLARY,218,71,8867006,411025
Tripura,2008,THEFTS,499,210,19523259,2614810
Tripura,2008,TOTAL (MANUAL),902,307,49011382,3145635
Tripura,2008,C.B. OF TRUST,42,9,17060133,70300
Tripura,2008,OTHER KINDS OF PROP. OFF.,35,6,1236670,14500
Tripura,2009,BURGLARY,230,56,6880296,1981425
Tripura,2009,ROBBERY,77,16,2124018,1320160
Tripura,2009,OTHER KINDS OF PROP. OFF.,45,4,184900,80000
Tripura,2009,C.B. OF TRUST,52,46,17838570,28000
Tripura,2009,THEFTS,415,117,28088921,3551330
Tripura,2009,TOTAL (MANUAL),826,242,55631705,7188915
Tripura,2009,DACOITY,7,3,515000,228000
Tripura,2010,ROBBERY,63,16,1318455,396035
Tripura,2010,DACOITY,16,5,811800,59000
Tripura,2010,C.B. OF TRUST,44,39,10908627,1205162
Tripura,2010,OTHER KINDS OF PROP. OFF.,129,9,3085108,75200
Tripura,2010,BURGLARY,217,37,5192214,975680
Tripura,2010,THEFTS,410,86,11716542,2955025
Tripura,2010,TOTAL (MANUAL),879,192,33032746,5666102
Tripura,2011,BURGLARY,225,42,5906246,1767745
Tripura,2011,THEFTS,489,102,25871288,7868191
Tripura,2011,ROBBERY,50,16,1302945,461950
Tripura,2011,C.B. OF TRUST,42,26,9229155,162691
Tripura,2011,OTHER KINDS OF PROP. OFF.,117,7,5185108,57700
Tripura,2011,TOTAL (MANUAL),934,197,48486742,10458277
Tripura,2011,DACOITY,11,4,992000,140000
Tripura,2012,TOTAL (MANUAL),977,317,119156454,23229735
Tripura,2012,BURGLARY,236,69,17435951,3483127
Tripura,2012,ROBBERY,60,21,2372935,1178710
Tripura,2012,THEFTS,565,206,34563640,9117692
Tripura,2012,DACOITY,7,3,2094300,450000
Tripura,2012,C.B. OF TRUST,47,11,18794347,8042706
Tripura,2012,OTHER KINDS OF PROP. OFF.,62,7,43895281,957500
Uttar Pradesh,2001,C.B. OF TRUST,991,327,67340444,22736775
Uttar Pradesh,2001,THEFTS,24064,5836,437746335,146813133
Uttar Pradesh,2001,BURGLARY,6953,1081,664903989,542439850
Uttar Pradesh,2001,DACOITY,622,315,58683161,27488107
Uttar Pradesh,2001,ROBBERY,3090,1216,180684922,72522868
Uttar Pradesh,2001,TOTAL (MANUAL),36711,9376,1485857593,846220887
Uttar Pradesh,2001,OTHER KINDS OF PROP. OFF.,991,601,76498742,34220154
Uttar Pradesh,2002,DACOITY,327,200,29712101,14476770
Uttar Pradesh,2002,TOTAL (MANUAL),27826,8642,782197250,486575305
Uttar Pradesh,2002,OTHER KINDS OF PROP. OFF.,815,564,50129615,133106484
Uttar Pradesh,2002,C.B. OF TRUST,262,75,26105366,15804473
Uttar Pradesh,2002,THEFTS,19329,5772,424991378,209039053
Uttar Pradesh,2002,BURGLARY,4861,1028,121312730,36078709
Uttar Pradesh,2002,ROBBERY,2232,1003,129946060,78069816
Uttar Pradesh,2003,BURGLARY,2928,752,190722347,142320613
Uttar Pradesh,2003,OTHER KINDS OF PROP. OFF.,352,311,59777530,51815000
Uttar Pradesh,2003,THEFTS,12836,4301,352568802,214954323
Uttar Pradesh,2003,ROBBERY,1526,768,116065877,57737540
Uttar Pradesh,2003,DACOITY,227,148,51675947,19351305
Uttar Pradesh,2003,TOTAL (MANUAL),18012,6363,805220837,506787481
Uttar Pradesh,2003,C.B. OF TRUST,143,83,34410334,20608700
Uttar Pradesh,2004,TOTAL (MANUAL),26487,8479,1038790881,578303988
Uttar Pradesh,2004,DACOITY,254,159,47532330,22185529
Uttar Pradesh,2004,ROBBERY,2022,992,186663110,106136689
Uttar Pradesh,2004,BURGLARY,4192,972,173330606,99202552
Uttar Pradesh,2004,THEFTS,19106,5644,514233092,235503305
